price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
1783939,3107,4,3,4,yes,no,yes,no,yes,1,no,unfurnished
1140254,2393,2,1,1,no,no,no,no,no,1,yes,semi-furnished
2205468,4075,4,4,1,yes,yes,no,no,yes,1,no,furnished
1003018,1472,1,1,1,no,yes,yes,yes,yes,2,yes,unfurnished
1145188,967,2,2,1,yes,no,yes,no,yes,2,no,semi-furnished
1405448,2196,2,2,3,yes,yes,no,no,yes,1,yes,unfurnished
2852759,4507,6,5,3,yes,yes,no,yes,yes,1,yes,unfurnished
1404551,1753,3,2,3,no,yes,no,no,no,3,yes,unfurnished
1814171,3775,3,2,1,yes,no,yes,yes,yes,2,yes,semi-furnished
2364793,4325,5,4,3,yes,yes,no,no,no,0,yes,furnished
2444545,4374,5,5,3,no,yes,yes,no,yes,2,no,semi-furnished
3052867,5676,8,6,4,no,no,no,yes,no,3,no,unfurnished
3101591,5684,8,6,2,yes,yes,yes,no,no,1,no,furnished
2128802,3780,4,5,1,no,no,no,no,yes,0,yes,unfurnished
1726154,3851,4,3,4,no,yes,no,no,no,1,no,furnished
2460890,4323,4,5,2,no,yes,yes,no,yes,3,yes,semi-furnished
2157842,4478,4,3,2,yes,no,no,no,yes,0,yes,furnished
1812680,3918,3,3,4,no,yes,no,yes,yes,0,no,semi-furnished
1162798,3032,2,1,3,no,no,no,yes,no,2,no,furnished
2248161,5491,5,4,2,no,no,yes,yes,no,1,no,semi-furnished
2359789,3929,4,5,1,no,yes,no,yes,yes,1,yes,semi-furnished
2762292,5073,5,6,4,yes,no,yes,yes,yes,2,no,furnished
1666608,3114,4,3,4,no,no,no,no,no,3,no,furnished
2431653,4358,5,5,2,yes,no,no,no,no,2,yes,furnished
1018546,1334,2,1,4,yes,no,yes,no,yes,2,no,furnished
2696530,4324,6,6,1,yes,no,yes,no,no,3,no,furnished
1895000,2434,4,4,3,no,no,no,yes,yes,3,yes,furnished
1145560,1856,2,3,3,no,yes,no,yes,no,1,no,furnished
2193816,4115,4,5,4,yes,no,no,yes,no,1,yes,unfurnished
2274424,4730,4,5,4,no,yes,no,yes,yes,0,yes,semi-furnished
3396234,5751,8,6,1,yes,no,yes,yes,no,2,yes,furnished
1546754,2416,3,2,2,no,no,yes,no,yes,1,yes,unfurnished
945198,1447,1,1,1,yes,yes,no,no,yes,0,yes,semi-furnished
1166744,2303,2,1,4,yes,no,yes,no,yes,1,no,semi-furnished
3173157,5790,7,6,2,no,yes,yes,yes,yes,2,no,semi-furnished
3062791,5515,7,6,2,no,yes,yes,yes,yes,1,yes,semi-furnished
1109231,2377,1,1,2,yes,yes,yes,no,no,3,yes,furnished
2999121,5117,7,6,4,no,no,no,yes,no,1,yes,unfurnished
1575652,2902,3,2,3,yes,yes,no,no,no,3,no,semi-furnished
1092919,1481,2,2,4,yes,no,no,yes,no,1,yes,unfurnished
2877568,5407,6,6,3,no,yes,yes,yes,no,3,yes,semi-furnished
1011311,1195,1,2,3,no,yes,no,yes,yes,2,yes,unfurnished
1526068,2351,2,3,3,yes,yes,no,no,yes,1,yes,unfurnished
2886486,5579,7,6,4,no,no,no,yes,yes,0,no,semi-furnished
1471373,2848,3,2,1,no,yes,no,no,yes,0,no,furnished
2501815,5316,5,5,3,yes,no,yes,yes,no,0,yes,semi-furnished
2638235,4000,6,6,3,no,no,no,yes,no,3,yes,semi-furnished
2552775,4323,5,6,1,no,yes,yes,yes,yes,0,yes,furnished
1960187,4169,4,3,1,yes,no,yes,yes,no,0,yes,furnished
835923,1214,1,1,4,no,yes,yes,no,yes,1,no,furnished
2763364,5385,6,6,4,yes,yes,no,no,no,2,no,furnished
1800421,2761,3,4,1,no,yes,yes,yes,yes,3,yes,furnished
1056969,2370,2,2,2,no,yes,no,yes,no,2,no,unfurnished
2042671,4732,4,3,2,no,no,no,yes,no,1,yes,semi-furnished
1430028,1945,3,3,1,yes,no,yes,yes,yes,0,no,furnished
864172,834,1,2,4,no,no,yes,yes,no,3,yes,furnished
2629119,4713,5,6,3,yes,no,no,no,yes,0,no,unfurnished
1191401,2188,2,1,4,yes,no,no,no,yes,0,yes,furnished
924296,1543,1,1,3,yes,yes,yes,no,yes,3,no,semi-furnished
1682994,2401,4,5,3,no,yes,yes,yes,no,2,no,unfurnished
1026292,1372,1,2,4,no,yes,yes,no,yes,1,yes,semi-furnished
976277,1761,1,2,4,no,no,yes,yes,no,0,yes,unfurnished
890490,679,1,1,4,yes,no,yes,no,yes,0,yes,unfurnished
1488535,2981,2,3,2,yes,yes,yes,no,no,3,no,unfurnished
2756647,5070,6,6,4,no,no,no,yes,no,2,no,unfurnished
2850459,5480,6,5,3,yes,yes,no,yes,yes,2,no,furnished
2857523,5331,7,6,4,no,yes,yes,yes,no,0,no,unfurnished
2592114,5063,6,6,2,no,no,no,no,no,2,no,furnished
3082166,5347,7,6,3,yes,no,no,no,no,0,yes,semi-furnished
1053876,1805,2,3,2,no,yes,no,no,no,0,no,furnished
774211,935,1,1,1,yes,no,no,yes,no,2,yes,furnished
909464,1728,2,2,2,yes,no,yes,yes,no,0,no,furnished
2319926,4476,5,4,4,no,no,yes,no,no,2,yes,unfurnished
2131927,3241,5,4,2,no,yes,no,yes,no,2,yes,semi-furnished
2947309,5747,7,6,2,no,no,yes,yes,no,2,no,semi-furnished
2390668,4103,5,5,4,no,yes,yes,no,yes,1,no,furnished
2465292,4795,5,4,3,yes,no,yes,no,yes,3,no,furnished
801893,1048,1,2,1,no,yes,no,no,no,0,yes,unfurnished
2812618,4784,6,6,1,yes,yes,no,yes,yes,1,no,unfurnished
854519,652,1,2,2,yes,yes,yes,yes,yes,0,yes,furnished
2369719,4480,4,5,4,no,yes,yes,no,no,3,yes,furnished
2195850,2732,4,5,4,yes,no,yes,yes,yes,1,yes,furnished
2496925,5078,5,5,4,no,no,yes,no,no,2,no,semi-furnished
1085587,1479,1,1,4,yes,yes,no,no,yes,3,yes,unfurnished
1182001,879,2,3,4,yes,no,yes,no,no,2,yes,furnished
2432890,4701,6,5,3,no,yes,yes,yes,no,2,no,unfurnished
2103354,2880,4,4,4,yes,no,no,no,yes,2,yes,unfurnished
3244220,5423,7,6,4,yes,yes,yes,yes,yes,0,yes,semi-furnished
2250168,4502,5,4,2,yes,yes,no,no,yes,0,no,furnished
771650,1197,1,1,1,yes,no,yes,no,no,1,yes,furnished
2797424,4623,5,6,3,yes,yes,yes,no,yes,0,yes,unfurnished
674228,1388,1,1,2,yes,no,no,yes,no,1,no,furnished
2809444,5272,6,6,3,no,yes,yes,no,no,3,yes,unfurnished
1341278,1641,3,3,1,yes,no,yes,yes,no,0,yes,semi-furnished
2536490,3798,5,5,1,yes,no,yes,yes,no,3,yes,unfurnished
947953,1508,2,2,3,yes,yes,no,no,no,1,no,furnished
1915940,2273,3,4,3,yes,yes,no,yes,yes,2,yes,semi-furnished
3192877,5617,6,6,4,yes,no,yes,yes,yes,3,yes,unfurnished
2245602,4134,5,5,2,yes,yes,yes,yes,no,0,no,furnished
2184148,3690,5,4,4,no,yes,yes,no,yes,2,no,furnished
2051763,4176,4,3,2,yes,yes,yes,no,yes,0,yes,furnished
885805,1064,1,1,2,no,yes,no,no,yes,2,yes,unfurnished
2493135,4521,6,5,1,yes,no,yes,no,no,1,no,unfurnished
2119464,3605,5,5,2,no,no,yes,yes,no,3,no,semi-furnished
1133476,2267,1,2,2,no,yes,yes,no,yes,0,yes,unfurnished
3079482,5924,7,6,1,no,yes,no,no,no,2,yes,furnished
2950095,5595,6,6,1,no,no,no,yes,yes,1,no,furnished
2653840,4131,6,5,3,yes,no,yes,no,no,1,yes,semi-furnished
3186888,5691,7,6,1,yes,no,no,no,no,2,yes,semi-furnished
1171078,2551,2,1,3,no,yes,yes,no,no,3,yes,unfurnished
1945866,3563,4,5,3,yes,yes,no,no,no,1,no,semi-furnished
2081098,4203,4,4,1,no,no,yes,no,yes,0,no,unfurnished
1542951,3172,2,2,2,no,no,no,no,yes,1,yes,furnished
3013049,5973,6,5,1,yes,yes,no,no,yes,1,yes,unfurnished
1637743,2708,2,3,3,yes,yes,no,yes,yes,3,yes,unfurnished
1191827,2541,2,2,3,no,yes,no,no,yes,0,no,unfurnished
1906906,3344,4,5,3,no,no,yes,yes,no,0,no,furnished
706183,809,1,2,2,no,no,yes,no,yes,1,no,unfurnished
958765,1233,1,2,4,yes,yes,no,no,no,2,yes,unfurnished
1528710,2599,3,2,3,yes,no,no,yes,yes,3,no,semi-furnished
2281150,3483,5,6,1,no,no,yes,no,no,1,yes,unfurnished
2411409,3939,5,6,2,no,no,no,no,yes,0,no,semi-furnished
1673184,1815,3,3,2,yes,no,yes,yes,yes,3,no,unfurnished
2643715,4449,6,5,2,yes,no,yes,yes,yes,1,no,semi-furnished
1268970,1644,2,3,2,no,yes,no,no,yes,0,yes,unfurnished
2615456,4277,5,6,4,no,no,no,yes,yes,0,yes,furnished
2801753,5458,6,6,4,no,no,no,yes,no,0,yes,semi-furnished
2002543,3394,3,4,4,no,no,no,no,yes,1,yes,unfurnished
1306068,2325,2,3,3,no,yes,no,no,yes,0,no,semi-furnished
2068452,4195,4,3,3,no,yes,yes,no,yes,0,yes,unfurnished
958745,1983,1,2,1,yes,yes,no,yes,no,1,no,unfurnished
2399786,4244,6,5,4,no,yes,yes,no,no,3,no,furnished
1837452,2881,4,5,1,no,yes,yes,yes,no,1,no,semi-furnished
3242319,5766,8,6,1,no,yes,no,yes,no,1,yes,unfurnished
989913,665,1,1,4,yes,yes,no,no,yes,3,yes,unfurnished
1274317,2915,2,1,1,yes,yes,no,yes,no,1,yes,furnished
1941057,2755,4,4,2,no,no,yes,no,yes,2,no,semi-furnished
2201013,3812,5,5,4,no,yes,yes,yes,no,3,no,semi-furnished
2052404,4080,4,3,4,no,yes,no,no,yes,3,no,unfurnished
1259994,2523,2,2,3,yes,no,yes,no,no,2,no,semi-furnished
2342955,4083,5,5,1,no,no,yes,no,yes,2,no,semi-furnished
2979389,5289,5,6,2,yes,no,yes,yes,yes,3,yes,unfurnished
2056030,3489,5,4,1,yes,no,yes,yes,no,1,no,furnished
1950910,3315,4,3,2,yes,yes,yes,yes,no,3,yes,furnished
1092481,3069,2,1,2,yes,no,yes,no,no,1,no,furnished
1088351,1205,2,3,4,yes,yes,yes,yes,no,1,no,semi-furnished
2576059,4797,6,5,3,no,no,yes,yes,no,3,no,semi-furnished
965097,1362,1,1,3,no,no,yes,no,yes,3,no,semi-furnished
2862420,5077,7,6,4,yes,yes,no,yes,no,2,no,unfurnished
3151395,5865,7,6,2,yes,yes,yes,yes,no,1,yes,furnished
3141264,5650,7,6,2,yes,no,no,no,no,2,yes,furnished
2897405,5231,7,6,1,no,yes,no,no,no,1,no,semi-furnished
2956202,4556,6,6,1,yes,no,yes,no,yes,0,yes,unfurnished
1170515,1595,1,1,4,yes,yes,no,no,yes,3,yes,unfurnished
2300573,4025,5,4,3,yes,no,no,no,no,2,yes,furnished
2956934,4886,7,6,3,no,no,no,yes,no,1,yes,unfurnished
2488519,4481,4,4,4,yes,yes,no,yes,yes,2,yes,furnished
1371081,1368,2,2,3,yes,yes,no,yes,yes,2,yes,semi-furnished
558656,715,1,1,3,no,no,no,no,no,1,yes,unfurnished
991191,1443,2,1,3,yes,no,yes,yes,no,2,no,unfurnished
2100801,4478,4,3,1,yes,yes,yes,yes,yes,1,no,furnished
743724,1237,1,1,4,no,no,no,no,yes,1,no,semi-furnished
2689696,4486,5,5,3,yes,yes,yes,no,yes,3,no,semi-furnished
1649096,2652,4,3,4,no,yes,yes,no,no,2,no,furnished
2584667,5185,5,5,3,yes,yes,yes,no,no,1,yes,unfurnished
1906818,3290,3,3,3,yes,no,yes,no,no,3,yes,unfurnished
1977831,2672,3,4,1,yes,no,no,no,yes,3,yes,furnished
1196757,836,2,3,2,yes,yes,yes,no,yes,0,no,unfurnished
995489,1110,1,1,3,yes,yes,no,no,yes,2,yes,unfurnished
2664027,4010,6,6,1,yes,yes,yes,no,yes,1,no,furnished
2674243,5585,5,6,4,yes,yes,no,no,no,0,no,semi-furnished
1197636,1305,2,2,1,yes,yes,yes,yes,yes,2,yes,furnished
1843631,2381,3,3,4,yes,yes,no,yes,yes,2,yes,semi-furnished
1259168,2951,2,2,2,no,no,yes,yes,no,1,yes,semi-furnished
2227200,4201,5,4,4,no,no,no,no,yes,0,no,furnished
2543654,5258,5,6,4,no,no,yes,no,no,0,yes,semi-furnished
2331823,4431,5,4,1,yes,no,yes,no,no,2,no,unfurnished
624128,877,1,2,1,no,yes,yes,no,no,2,no,unfurnished
1087615,2132,2,2,2,no,yes,yes,no,no,3,no,semi-furnished
1731031,2669,4,4,3,no,no,no,yes,yes,0,no,semi-furnished
2853097,5330,6,6,1,yes,yes,no,yes,yes,1,no,furnished
1454556,3133,2,2,4,no,yes,no,yes,yes,1,yes,semi-furnished
536804,1258,1,1,2,no,yes,yes,yes,no,0,no,furnished
928695,1418,1,2,4,yes,no,no,no,yes,0,no,furnished
961443,1693,2,2,3,no,no,yes,no,no,0,yes,unfurnished
1790053,2526,3,3,3,yes,no,yes,yes,yes,3,yes,furnished
1419140,3073,3,2,3,no,yes,no,yes,no,2,no,unfurnished
955330,885,1,1,2,yes,no,yes,no,yes,2,yes,unfurnished
727406,700,1,1,2,no,no,yes,no,no,3,yes,semi-furnished
1898625,2718,4,5,1,no,no,no,no,no,0,yes,semi-furnished
2297229,3741,5,4,2,yes,no,no,yes,no,3,yes,semi-furnished
628958,926,1,1,4,no,yes,no,no,no,2,no,furnished
1303884,2789,2,2,3,no,yes,no,no,no,0,yes,semi-furnished
1143829,899,2,3,4,yes,yes,yes,yes,yes,1,no,semi-furnished
2076962,3429,4,5,2,no,yes,yes,no,no,0,yes,unfurnished
2989472,5824,6,6,1,no,no,no,no,yes,1,no,unfurnished
786853,1249,1,1,2,no,no,yes,yes,no,3,yes,semi-furnished
1520392,2121,2,3,1,no,yes,no,no,yes,3,yes,furnished
2813644,5983,6,6,3,no,no,yes,yes,yes,0,no,furnished
3070237,5608,7,6,4,no,no,no,no,yes,2,no,semi-furnished
2140743,4240,4,4,4,yes,yes,no,no,no,0,yes,unfurnished
2819444,5198,6,5,2,no,no,no,no,no,3,yes,furnished
2474903,5391,5,6,3,no,no,yes,no,no,1,no,unfurnished
2121150,3700,5,4,1,no,yes,yes,yes,no,1,yes,unfurnished
2844977,5106,6,6,2,no,no,no,no,yes,2,no,furnished
2532699,4653,5,5,4,yes,yes,no,no,yes,2,no,unfurnished
1062475,1405,1,2,4,no,no,yes,yes,yes,1,yes,unfurnished
2110641,3948,3,3,2,yes,no,yes,no,yes,3,yes,furnished
2103554,3623,5,4,2,no,yes,no,yes,no,0,yes,furnished
2427140,4377,5,4,4,yes,yes,no,yes,no,1,yes,semi-furnished
930075,1172,1,2,1,no,no,no,yes,no,2,yes,unfurnished
3119858,5900,8,6,1,no,no,yes,no,no,0,no,semi-furnished
2660437,4790,6,6,4,no,yes,yes,yes,no,0,yes,semi-furnished
2924903,5978,7,6,2,no,yes,no,yes,no,0,no,unfurnished
1485501,2604,3,3,3,no,no,no,no,no,0,yes,furnished
1130460,2962,2,1,3,no,no,no,yes,no,3,no,unfurnished
